occurrenceID	organismQuantity	locationID	decimalLongitude	decimalLatitude	scientificName	taxonRank	materialSampleID
pacman_Nice04_01_CI_8e429023	1	Nice04	7.2938607	43.6864926	Serranus scriba	species	Nice04_01
pacman_Nice04_01_CI_0394d295	1	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice05_01_CI_7c7e4516	1	Nice05	7.3083152	43.6895811	Incertae sedis		Nice05_01
pacman_Nice02_02_CI_7c7e4516	1	Nice02	7.2854731	43.6980647	Incertae sedis		Nice02_02
pacman_Nice07_02_CI_1dd4c7c3	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice06_01_CI_1dd4c7c3	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice06_02_CI_1dd4c7c3	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice01_02_CI_8bbe6ab1	1	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice01_01_CI_1ac5ea34	1	Nice01	7.2902988	43.6921280	Florideophyceae	class	Nice01_01
pacman_Nice02_02_CI_52bc7a58	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice06_01_CI_25b97ad4	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice06_02_CI_9a518308	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice03_01_CI_9a518308	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice06_02_CI_37517307	1	Nice06	7.2759908	43.6943859	Feldmannia formosana	species	Nice06_02
pacman_Nice03_01_CI_15fa1c16	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice05_02_CI_1cea3a6c	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice06_01_CI_1cea3a6c	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice05_02_CI_97e9f25b	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice01_01_CI_24b8f522	1	Nice01	7.2902988	43.6921280	Arthropoda	phylum	Nice01_01
pacman_Nice05_02_CI_24b8f522	1	Nice05	7.3083152	43.6895811	Arthropoda	phylum	Nice05_02
pacman_Nice05_02_CI_0d5d732c	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice07_02_CI_0d5d732c	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice02_02_CI_fe0708be	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice02_02_CI_1a76e1a4	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice06_02_CI_0110b995	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice05_02_CI_0110b995	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice07_02_CI_611fab62	1	Nice07	7.2339643	43.6822367	Insecta	class	Nice07_02
pacman_Nice05_02_CI_611fab62	1	Nice05	7.3083152	43.6895811	Insecta	class	Nice05_02
pacman_Nice07_02_CI_6574b816	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice02_02_CI_f6cfede3	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice07_02_CI_d634b828	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice02_02_CI_8dc5079a	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice03_02_CI_8dc5079a	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice03_01_CI_8dc5079a	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_02_CI_1eecb26a	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice04_01_CI_1eecb26a	1	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice06_01_CI_1eecb26a	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice05_01_CI_1eecb26a	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice07_02_CI_1eecb26a	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Sweden01_CI_32e1d34d	1	Sweden01	17.369983	60.65555	Bacillariophyceae	class	Sweden01
pacman_Nice07_02_CI_455ec842	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice03_02_CI_455ec842	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice03_01_CI_455ec842	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice06_02_CI_455ec842	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice04_01_CI_d30e3de1	1	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice03_02_CI_d30e3de1	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice02_01_CI_36f47c51	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice04_01_CI_b6ef06df	1	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice04_02_CI_b6ef06df	1	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice03_01_CI_0dcb8b91	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice07_01_CI_f91c8a0a	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice06_01_CI_72759a5f	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice04_02_CI_72759a5f	1	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice03_01_CI_26fc1434	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice06_01_CI_26fc1434	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice07_02_CI_930ef659	1	Nice07	7.2339643	43.6822367	Aglaopheniidae	family	Nice07_02
pacman_Nice03_02_CI_4f19f9a1	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice07_01_CI_35575377	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice03_01_CI_35575377	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_02_CI_35575377	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice02_01_CI_ac8e7c98	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice05_02_CI_ac8e7c98	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice02_01_CI_dbdab54a	1	Nice02	7.2854731	43.6980647	Arthropoda	phylum	Nice02_01
pacman_Nice07_02_CI_c12aef13	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice02_02_CI_628aff5d	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice03_01_CI_628aff5d	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice02_01_CI_8b377478	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice01_02_CI_64acb104	1	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice06_02_CI_64acb104	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice05_02_CI_64acb104	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice02_01_CI_8f50be32	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice05_02_CI_8f50be32	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice02_01_CI_09b08c32	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice04_02_CI_009e80eb	1	Nice04	7.2938607	43.6864926	Insecta	class	Nice04_02
pacman_Nice05_01_CI_4377e16f	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice02_02_CI_d7aba1c7	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice03_01_CI_0734c042	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice04_01_CI_0734c042	1	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice04_01_CI_c8c8def9	1	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice02_02_CI_c8c8def9	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice06_02_CI_c8c8def9	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice07_01_CI_c8c8def9	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice03_01_CI_0d873f20	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice07_02_CI_965ce8ba	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice06_01_CI_b044007a	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice03_01_CI_b044007a	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice07_01_CI_b640a2d8	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice03_01_CI_e9c67f1b	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice01_01_CI_6b14e367	1	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice01_02_CI_6b14e367	1	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice06_02_CI_6b14e367	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice07_02_CI_e7e277e0	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice07_02_CI_b4ac71aa	1	Nice07	7.2339643	43.6822367	Incertae sedis		Nice07_02
pacman_Nice05_01_CI_e25190ea	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice01_02_CI_e25190ea	1	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice01_01_CI_375a7389	1	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice01_01_CI_86a272b8	1	Nice01	7.2902988	43.6921280	Lipophrys trigloides	species	Nice01_01
pacman_Nice05_01_CI_86a272b8	1	Nice05	7.3083152	43.6895811	Lipophrys trigloides	species	Nice05_01
pacman_Nice02_02_CI_850f4511	1	Nice02	7.2854731	43.6980647	Incertae sedis		Nice02_02
pacman_Nice05_01_CI_cc5df9b2	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice05_01_CI_30aa0c0d	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice01_02_CI_30aa0c0d	1	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice01_01_CI_30aa0c0d	1	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice05_02_CI_30aa0c0d	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice07_02_CI_4a0ae6e1	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice07_02_CI_3a8a8f07	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice06_02_CI_3a8a8f07	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice01_02_CI_84e937f8	1	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice06_02_CI_f5b61a4c	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice03_02_CI_f5b61a4c	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice02_01_CI_df696f1b	1	Nice02	7.2854731	43.6980647	Pseudo-nitzschia	genus	Nice02_01
pacman_Nice03_02_CI_fc255f6c	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice04_01_CI_ec83fe81	1	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice03_02_CI_16fdd063	1	Nice03	7.2836251	43.6952017	Muraena	genus	Nice03_02
pacman_Nice03_02_CI_73f63fc8	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice03_02_CI_bb82feb6	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice03_01_CI_bb82feb6	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice01_02_CI_bb82feb6	1	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice02_02_CI_0d5e7788	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice06_02_CI_0d5e7788	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice05_01_CI_d0da18e6	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice03_01_CI_5209bf05	1	Nice03	7.2836251	43.6952017	Incertae sedis		Nice03_01
pacman_Nice07_02_CI_046f5ff1	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice03_02_CI_b89da075	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice07_02_CI_b89da075	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice01_02_CI_0b5475d4	1	Nice01	7.2902988	43.6921280	Incertae sedis		Nice01_02
pacman_Nice04_02_CI_0b5475d4	1	Nice04	7.2938607	43.6864926	Incertae sedis		Nice04_02
pacman_Nice02_01_CI_1a606b75	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice06_01_CI_8a8f38f0	1	Nice06	7.2759908	43.6943859	Homo sapiens	species	Nice06_01
pacman_Nice04_02_CI_e93015b3	1	Nice04	7.2938607	43.6864926	Campanularia hincksii	species	Nice04_02
pacman_Nice02_02_CI_e93015b3	1	Nice02	7.2854731	43.6980647	Campanularia hincksii	species	Nice02_02
pacman_Nice05_02_CI_e93015b3	1	Nice05	7.3083152	43.6895811	Campanularia hincksii	species	Nice05_02
pacman_Nice07_01_CI_a43338cd	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice04_01_CI_a43338cd	1	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice06_02_CI_dc7357ec	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice05_02_CI_49fea71e	1	Nice05	7.3083152	43.6895811	Incertae sedis		Nice05_02
pacman_Nice06_01_CI_49fea71e	1	Nice06	7.2759908	43.6943859	Incertae sedis		Nice06_01
pacman_Nice02_01_CI_1e55cebf	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice05_01_CI_1e55cebf	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice06_02_CI_e8f3221d	1	Nice06	7.2759908	43.6943859	Incertae sedis		Nice06_02
pacman_Nice02_01_CI_e8f3221d	1	Nice02	7.2854731	43.6980647	Incertae sedis		Nice02_01
pacman_Nice03_01_CI_e8f3221d	1	Nice03	7.2836251	43.6952017	Incertae sedis		Nice03_01
pacman_Nice02_02_CI_e5d966e5	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice06_01_CI_e5d966e5	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice02_01_CI_e5d966e5	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice04_01_CI_96bdf9e2	1	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice04_01_CI_225ff7f9	1	Nice04	7.2938607	43.6864926	Peyssonnelia squamaria	species	Nice04_01
pacman_Nice04_02_CI_225ff7f9	1	Nice04	7.2938607	43.6864926	Peyssonnelia squamaria	species	Nice04_02
pacman_Nice04_01_CI_ab192a8e	1	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice07_02_CI_ab192a8e	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice01_01_CI_2f6c0809	1	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice04_01_CI_3e2f2614	1	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice07_01_CI_8d0e9f1f	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice01_01_CI_8d0e9f1f	1	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice05_02_CI_389744c0	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice03_01_CI_389744c0	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice05_02_CI_192bd9f6	1	Nice05	7.3083152	43.6895811	Corynecladia mediterranea	species	Nice05_02
pacman_Nice06_01_CI_aa3c564f	1	Nice06	7.2759908	43.6943859	Herposiphonia	genus	Nice06_01
pacman_Nice07_02_CI_21391a02	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice03_01_CI_bac64ef3	1	Nice03	7.2836251	43.6952017	Corallina	genus	Nice03_01
pacman_Nice06_01_CI_b55da5c1	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice01_02_CI_bd7ce382	1	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice07_01_CI_37410a3b	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice06_02_CI_4b5972a0	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice02_02_CI_325bee4e	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice07_02_CI_c7f02e35	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice06_02_CI_c7f02e35	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice03_01_CI_322b467c	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice05_02_CI_322b467c	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice07_01_CI_98083772	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice05_02_CI_60c7afa8	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice01_01_CI_cfa24b4f	1	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice04_02_CI_4a0f2e30	1	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice01_02_CI_269d87a2	1	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice04_02_CI_269d87a2	1	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice01_02_CI_12a45851	1	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice01_02_CI_653b67fa	1	Nice01	7.2902988	43.6921280	Phorcus turbinatus	species	Nice01_02
pacman_Nice05_02_CI_7096d4f7	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice06_01_CI_ddd94d7f	1	Nice06	7.2759908	43.6943859	Incertae sedis		Nice06_01
pacman_Nice05_01_CI_9735aad2	1	Nice05	7.3083152	43.6895811	Florideophyceae	class	Nice05_01
pacman_Nice03_01_CI_88357de6	1	Nice03	7.2836251	43.6952017	Incertae sedis		Nice03_01
pacman_Nice05_02_CI_03fc4937	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice03_02_CI_778345b5	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice03_02_CI_705e2b07	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice07_01_CI_9c24a40b	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice03_02_CI_9c24a40b	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice07_01_CI_8eddbdd7	1	Nice07	7.2339643	43.6822367	Mullus surmuletus	species	Nice07_01
pacman_Nice01_01_CI_9198f4cc	1	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice03_02_CI_9198f4cc	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice03_01_CI_46385ebb	1	Nice03	7.2836251	43.6952017	Atherina	genus	Nice03_01
pacman_Nice07_01_CI_46385ebb	1	Nice07	7.2339643	43.6822367	Atherina	genus	Nice07_01
pacman_Nice03_02_CI_16381c1b	1	Nice03	7.2836251	43.6952017	Incertae sedis		Nice03_02
pacman_Nice02_02_CI_1fda7cbf	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice07_02_CI_1fda7cbf	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice04_02_CI_1fda7cbf	1	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice03_02_CI_1fda7cbf	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice06_02_CI_c69ec099	1	Nice06	7.2759908	43.6943859	Incertae sedis		Nice06_02
pacman_Nice03_01_CI_ef67bd60	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_02_CI_61fed424	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice07_02_CI_219c840a	1	Nice07	7.2339643	43.6822367	Incertae sedis		Nice07_02
pacman_Nice04_02_CI_e9b25e5a	1	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice02_01_CI_e9b25e5a	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice02_01_CI_b019e6e8	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice07_02_CI_843f485a	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice06_01_CI_843f485a	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice05_02_CI_48b10633	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice02_01_CI_c12c4079	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice02_01_CI_d5b7d6a0	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice04_02_CI_1ff7f9de	1	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice06_01_CI_079ce437	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice03_01_CI_4632d272	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_02_CI_0ffde189	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice04_01_CI_db5c2df4	1	Nice04	7.2938607	43.6864926	Schottera nicaeensis	species	Nice04_01
pacman_Nice07_02_CI_f3a0ec18	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice01_02_CI_f3a0ec18	1	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice03_01_CI_f1617202	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice04_02_CI_16da80b9	1	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice06_02_CI_3c56ed3c	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice07_02_CI_df61999b	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice04_02_CI_35ef9f16	1	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice03_01_CI_8e6903ce	1	Nice03	7.2836251	43.6952017	Hydrozoa	class	Nice03_01
pacman_Nice05_02_CI_8e6903ce	1	Nice05	7.3083152	43.6895811	Hydrozoa	class	Nice05_02
pacman_Nice01_02_CI_7ec9833a	1	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice07_02_CI_f51c61ce	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice03_01_CI_f51c61ce	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice01_02_CI_f51c61ce	1	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice03_01_CI_a0b305dc	1	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice01_02_CI_59408ef9	1	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice06_02_CI_59408ef9	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice05_02_CI_e4dfab51	1	Nice05	7.3083152	43.6895811	Hydrozoa	class	Nice05_02
pacman_Nice01_01_CI_5819d331	1	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice06_01_CI_f7ec2c44	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice01_02_CI_a1a1cae2	1	Nice01	7.2902988	43.6921280	Florideophyceae	class	Nice01_02
pacman_Nice07_02_CI_a1a1cae2	1	Nice07	7.2339643	43.6822367	Florideophyceae	class	Nice07_02
pacman_Nice05_01_CI_b05243d6	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice06_01_CI_ce35f784	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice02_02_CI_149c8369	1	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice07_02_CI_e95dd4c8	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice06_01_CI_e95dd4c8	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice07_01_CI_38d6e954	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice07_01_CI_3c091b0a	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice05_02_CI_a6be1ee3	1	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice07_01_CI_064afdd3	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice07_01_CI_743e264d	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice06_02_CI_6e5d2dfb	1	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice07_02_CI_9cdc25d6	1	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
